"You'll advance technology and acquire massive power over the environment.","Progredirai la tecnologia e acquisirai enorme potenza sull'ambiente."
"You'll create cities, markets, and a thriving industry.","Creerai città, mercati e una fiorente industria."
"You'll elect leaders and pass laws to grow your economy and protect the ecosystem.","Eleggerai capi e passerai leggi per sviluppare la tua economia e proteggere l'ecosistema."
"Selection","Selezione"
"Contract Title","Titolo Contratto"
"Looking for wood","Cercando legna"
"Reputation:","Reputazione:"
"Skip this task?","Saltare questa mansione?"
"Favorites","Preferiti"
"Browse All","Naviga Tutti"
"You are not the owner of this deed.","Non sei il proprietario di questo atto."
"This sale listing no longer exists.","Questo listino di vendita non esiste più."
"Cannot trade: Desk is not in a valid state. Check the Status tab for more details.","Impossibile commerciare: il Banco non è in uno stato valido. Controlla la scheda di Stato per ulteriori dettagli."
"Need to give your currency a backing item before you can craft it.","Devi dare un elemento di supporto alla tua valuta prima di poterla fabbricare."
"Has an owner.","Ha un proprietario."
"No meteor detected.","Nessuna meteora rilevata."
"No objects to activate","Nessun oggetto da attivare"
"All networked objects must be enabled and powered before they can be activated","Tutti gli oggetti in rete devono esser abilitati e alimentati prima di poter essere attivati"
"Not enough power to activate all the networked objects.","Non hai abbastanza energia per attivare tutti gli oggetti in rete."
"Ready to activate! Waiting for meteor to enter targeting window.","Pronto ad attivare! In attesa che la meteora entri la finestra di bersaglio."
"All networked objects ready to activate!","Tutti gli oggetti in reti pronti all'attivazione!"
"Placed on solid ground.","Posizionato su terreno solido."
"This is already owned by {0}","Questo è già posseduto da {0}"
"You claimed {0}","Hai reclamato {0}"
"Can't pay {0} in debt, you only owe {1}.","Non puoi pagare {0} in debito, hai solo {1}."
"You forgave {0} debt to {1}.  Debt is now cancelled.","Hai perdonato il debito di {0} a {1}.  Il debito è ora annullato."
"You forgave {0} debt to {1}.  {2} debt remains.","Hai perdonato il debito di {0} a {1}.  {2} debito rimanente."
"Paid off {0} debt to {1}.  Your debt is now paid off.","Pagato il debito di {0} a {1}.  Il tuo debito è ora ripagato."
"Paid off {0} debt to {1}.  You now owe {2}.","Pagato il debito di {0} a {1}.  Ora hai {2}."
"<unassigned>",""
"selling","vendendo"
"buying","comprando"
"Craft time","Tempo di fabbricazione"
"Only {0} is allowed to do that.","Solo {0} può farlo."
"This deed is unowned. Its settings can't be changed.","Questo atto non è posseduto. Le sue impostazioni non sono modificabili."
"{0} and {1} have different owners.","{0} e {1} hanno proprietari differenti."
"'{0}' is not a valid material name","'{0}' non è un nome valido del materiale"
"No plant species named '{0}'.  Valid species are: {1}","Nessuna specie vegetale denominata '{0}'.  Le specie valide sono: {1}"
"'{0}' is not a valid block type name.","'{0}' non è un nome valido del tipo di blocco."
"Saving the world....","Salvando il mondo...."
"User","user"
"int",""
"float",""
"string","stringa"
"bool","booleano"
"Regenerated {0}. It may take up to ten minutes to see the immediate consequences in the world.","{0} rigenerato. Potrebbe richiedere fino a dieci minuti per vedere conseguenze immediate nel mondo."
"Regenerating {0} has no effect - its initialization is managed by the legacy world layers system.","Rigenerare {0} non ha alcun effetto - la sua inizializzazione è gestita dal sistema di eredità dei livelli del mondo."
"Day","Giorno"
"leader","capo"
"player",""
"pay","paga"
"This world has an attached Discord server!","Questo mondo ha un server Discord allegato!"
"Sends a signal to surrounding objects.","Invia un segnale agli oggetti circostanti."
"Logic Gate","Porta Logica"
"Toggle on any touching wires and electronic objects.","Attiva/disattiva a ogni tocco di cavi e oggetti elettronici."
"Connects electronic components.","Connetti componenti elettronici."
"Face","Faccia"
"This piece of corn needs a good slathering of butter to curb that burnt taste.","Questo pezzo di mais necessita una buona spalmatura di burro per coprire quel gusto di bruciato."
"The blackened surface of this unrecognizable meat is 'golden brown'.","La superficie annerita di questa irriconoscibile carne è 'marrone dorata'."
"A collection of the furled fronds of young ferns; a unique addition to a meal.","Una raccolta di fronde avvolte di felci giovani; un'aggiunta unica a un pasto."
"A metal barrel for carrying liquids.","Un barile di metallo per trasportare liquidi."
"Boiler","Caldaia"
"Copper Bar","Lingotto di Rame"
"Iron Gear","Ingranaggio di Ferro"
"Provides speed and torque conversions from a rotating power source to another device","Fornisce conversioni di forza e coppia da una fonte energetica rotante a un altro dispositivo"
"Gold Bar","Lingotto d'Oro"
"Heat Sink","Radiatore"
"A copper plate to draw and disperse heat.","Una lastra di rame per aspirare e disperdere il calore."
"Iron Axle","Ascia di Ferro"
"Iron Bar","Lingotto di Ferro"
"Iron Plate","Lastra di Ferro"
"Iron Wheel","Ruota di Ferro"
"Light Bulb","Lampadina"
"An electric light with a wire filament.","Una luce elettrica con un filamento di cavo."
"Portable Steam Engine","Motore a Vapore Portatile"
"An engine that generates mechanical power through steam.","Un motore che genera energia meccanica tramite il vapore."
"Property Tool","Strumento di Proprietà"
"Land Claim Stake","Paletto di Rivendicazione Terreno"
"Land Claim Stakes","Paletti di Rivendicazione Terreno"
"Radiator","Radiatore"
"A heat sink that uses liquid running through copper fins to disperse heat build-up.","Un radiatore che usa liquidi che attraversano le alette di rame per disperdere l'accumulo di calore."
"Rubber Wheel","Ruota Gommata"
"Screws","Viti"
"Steam Tractor Harvester","Raccoglitore del Trattore a Vapore"
"An attachment for the steam tractor that allows for quick harvesting of plants.","Un accessorio per il trattore a vapore che consente la rapida raccolta delle piante."
"Steam Tractor Sower","Seminatrice del Trattore a Vapore"
"An attachment for the steam tractor that allows for quick planting of seeds.","Un accessorio per il trattore a vapore che consente la piantagione rapida di semi."
"Steel Axle","Ascia d'Acciaio"
"Steel Gear","Ingranaggio d'Acciaio"
"Steel Plate","Lastra d'Acciaio"
"Synthetic Rubber","Gomma Sintetica"
"Rubber","Gomma"
"Wooden Wheel","Ruota in Legno"
"Beet Sugar","Zucchero di Barbabietola"
"Butcher Bison","Macella Bisonte"
"Butcher Hare","Macella Lepre"
"Campfire Bison","Bisonte al Falò"
"Clean Urchins","Pulisci Ricci di Mare"
"Exotic Fruit Salad","Insalata di Frutta Esotica"
"Exotic Salad","Insalata Esotica"
"Exotic Vegetable Medley","Miscuglio di Verdure Esotiche"
"Forest Salad","Insalata di Foresta"
"Grassland Salad","Insalata di Prateria"
"Mixed Fruit Salad","Macedonia Mista"
"Mixed Salad","Insalata Mista"
"Mixed Vegetable Medley","Miscuglio di Verdure Miste"
"Refine Fish","Raffina Pesce"
"Refine Kelp","Raffina Alga"
"Refine Meat","Raffina Carne"
"Refine Tallow","Raffina Sego"
"Render Fat","Estrai Grassi"
"Saw Boards","Assi segate"
"Shuck Clams","Sguscia Vongole"
"Smelt Copper","Fondi Rame"
"Smelt Gold","Fondi Oro"
"Smelt Iron","Fondi Ferro"
"Grants","Garantisce"
"Chainsaw","Motosega"
"Crane","Gru"
"Allows the placement and transport of materials in an area.","Consente il posizionamento e trasporto di materiali in un'area."
"A tool that tills the field for farming.","Uno strumento che lavora il campo per l'agricoltura."
"Skid Steer","Minipala"
"Small wood cart for hauling minimal loads.","Piccolo carrello in legno per trasportare carichi minimi."
"Truck","Camion"
"Modern truck for hauling sizable loads.","Camion moderno per trasportare carichi considerevoli."
"Wheelbarrow","Carriola"
"Small cart for hauling small loads.","Piccolo carrello per trasportare piccoli carichi."
"Wooden Elevator","Ascensore in Legno"
"An elevator for transporting loads vertically.","Un'ascensore per trasportare carichi verticalmente."
"Assembly Line","Catena di montaggio"
"Bison Mount","Bisonte"
"A fluffy, but very dead, bison head on a mount.","Una lanuginosa, ma morta, testa di bisonte su un monte."
"Campsite","Campo"
"A campsite","Un campo"
"Distribution Station","Stazione di Distribuzione"
"Electric Lathe","Tornio Elettrico"
"Electric Machinist Table","Banco Elettrico da Macchinista"
"Electric Planer","Pialla Elettrica"
"Electric Stamping Press","Pressa per Stampaggio Elettrica"
"Elk Mount","Alce"
"A hunting trophy for your house.","Un trofeo di caccia per la tua casa."
"You can hear the faint cries of Ecko when this mythical elk antler is held aloft.","Puoi sentire i deboli pianti di Eco quando queste mitica corna d'alce sono tenute in alto."
"Framed Glass Door","Porta a Vetri con Cornice"
"A beautiful glass door made of steel and glass.","Una bella porta a vetro in acciaio e vetro."
"Hewn Log Door","Porta di Tronchi Tagliati"
"A door made from roughly hewn logs.","Una porta grezza fatta con tronchi tagliati."
"Kitchen","Cucina"
"Large Corrugated Steel Door","Grande Porta in Acciaio Corrugato"
"Large Hanging Lumber Sign","Grande Cartello Appeso in Legna"
"Large Hanging Stone Sign","Grande Cartello Appeso in Pietra"
"Large Lumber Door","Grande Porta in Legno"
"Large Standing Lumber Sign","Grande Cartello Verticale in Legno"
"Large Standing Stone Sign","Grande Cartello Verticale in Pietra"
"Large Windowed Lumber Door","Grande Portafinestra in Legno"
"Lathe","Tornio"
"Latrine","Latrina"
"Lumber Door","Porta in Legno"
"A door made from finely cut lumber.","Una porta in legname finemente tagliato."
"Machinist Table","Banco del Macchinista"
"Real Estate Desk","Banco Immobiliare"
"A place to manage the sale and transfer of deeds and property.","Un luogo per gestire la vendita e il trasferimento di atti e proprietà."
"Robotic Assembly Line","Catena di Montaggio Robotica"
"Rug Large","Grande Tappeto"
"Rug Medium","Tappeto Medio"
"Rug Small","Tappeto Piccolo"
"Screw Press","Pressa a Vite"
"Shaper","Plasmatrice"
"A small sign for all of your smaller text needs!","Un piccolo cartello per tutti i tuoi più piccoli bisogni testuali!"
"Small Hanging Lumber Sign","Piccolo Cartello Appeso in Legno"
"Small Hanging Stone Sign","Piccolo Cartello Appeso in Pietra"
"Small Standing Lumber Sign","Piccolo Cartello Verticale in Legna"
"Small Standing Stone Sign","Piccolo Cartello Verticale in Pietra"
"Small Stockpile","Piccola Catasta"
"Designates a 3x3x3 area as storage for large items.","Crea un area come deposito di 3x3x3 per grossi oggetti."
"Steam Engine","Motore a Vapore"
"A large steam engine for generating power.","Un grande motore a vapore per generare energia."
"Steel Ceiling Light","Luce da Soffitto in Acciaio"
"A more modern way to light up a room.","Un modo più moderno per illuminare una stanza."
"Steel Floor Lamp","Lampada da Pavimento in Acciaio"
"A more modern way to light up a room. This time from the floor.","Un modo più moderno per illuminare una stanza. Questa volta dal pavimento."
"Steel Table Lamp","Lampada da Tavolo in Acciaio"
"For late night studying. Or working. Or anything, really.","Per lo studio notturno. O lavoro. O qualsiasi cosa, in realtà."
"Stone Door","Porta in Pietra"
"A heavy stone door.","Una pesante porta in pietra."
"Store","Negozio"
"Stuffed Elk","Alce Impagliato"
"It looks so real!","Sembra così reale!"
"Table","tavolo"
"Tiny Stockpile","Minuscola Catasta"
"Designates a 2x3x2 area as storage for large items.","Crea un area come deposito di 2x3x2 per grossi oggetti."
"Wooden Ceiling Light","Lampada da Soffitto in Legno"
"Wooden Floor Lamp","Lampada da Pavimento in Legno"
"Wooden Table Lamp","Lampada da Tavolo in Legno"
"{0} has raised the seas by {1}!","{0} ha aumentato il livello dei mari di {1}!"
"Current sea level: {0}  Amount raised so far: {1}","Livello corrente del mare: {0}  Quantità aumentata finora: {1}"
"Compost",""
"Water","Acqua"
"4 x 1 Dirt Ramp.","Rampa in Terra 4 x 1."
"Starter Camp","Campo Iniziale"
"Garbage","Immondizia"
"A disgusting pile of garbage.","Un disgustoso mucchio di immondizia."
"Liquid Crafter","Liquida Artigiano"
"Liquid Converter","Convertitore Liquido"
"Pump","Pompa"
"Connected to water source.","Connessa alla fonte idrica."
"Not connected to water source.","Non connessa alla fonte idrica."
"Steam Tractor","Trattore a Vapore"
"A tractor powered through steam.","Un trattore alimentato a vapore."
"Toll","Pedaggio"
"You don't have access to directly switch this; you must pay the toll.","Non hai accesso per cambiarlo direttamente; devi pagare il pedaggio."
"Can link energy.","Può collegare energia."
"No room for filtered waste.","Non c'è spazio per gli scarti filtrati."
"{0} disabled, no room left for filtered waste.","{0} disabilitato, nessuno spazio rimanente per gli scarti filtrati."
"Flood fixing tool! Left click to remove the top water layer. (Target a wall touching water).","Strumento di risoluzione di inondazioni! Click sinistro per rimuovere lo strato d'acqua superiore. (Individua un muro toccando l'acqua)."
"DOES CHEATER THINGS THROUGH CHEATING POWERS","FA COSE DA CHEATER CON POTER DI CHEATING"
"Used to till soil and prepare it for planting.","Usato per coltivare il suolo e prepararlo alla semina."
"Measures the water content of the environment.","Misura il contenuto idrico dell'ambiente."
"Beaker and measuring tools for detecting the factors influencing plants in the environment.","Beaker e strumenti di misurazione per rilevare i fattori che influenzano le piante nell'ambiente."
"A smoke that contains a combination of pollutants.","Un fumo contenente una combinazione di inquinanti."
"A reactive gas needed for respiration.","Un gas reattivo necessario alla respirazione."
"A byproduct gas of respiration.","Un gas sottoprodotto della respirazione."
"An inert gas.","Un gas inerte."
"Government","Governo"
"Economy Viewer","Visualizzatore dell'Economia"
"Remove blocks from the property at {0} until there are less than {1}.","Rimuovi blocchi dalla proprietà a {0} finché non ce ne saranno meno di {1}."
"Logged out. Last online {0} ago","Disconnesso. Online l'ultima volta {0} fa"
"Unauthorized","Non Autorizzato"
"Pipe particle emitter","Emettitore di particelle del tubo"
"WorldObject",""
"No empty tilled blocks in range.","Nessun blocco coltivabile vuoto in zona."
"voted","ha votato"
"Turned on","Acceso"
"Turned off","Spento"
"Must have an owner to function.","Deve avere un proprietario per funzionare."
"{0}ms",""
"LAN",""
"Recent","Recente"
"(Skip all tutorials)","(Salta tutti i tutorial)"
"Next","Prossimo"
"Item","Oggetto"
"Property Rights","Diritti di Proprietà"
"Payment","Pagamento"
"{0} more copy of this contract available.","{0} copia in più di questo contratto disponibile."
"{0} more copies of this contract available.","{0} copie in più di questo contratto disponibili."
"Contracts","Contratti"
"{0} began fast forwarding the server.","{0} ha avviato l'avanzamento veloce del server."
"{0} stopped fast forwarding the server.","{0} ha interrotto l'avanzamento veloce del server."
"Discovered first by {0} on {1}","Scoperto prima da {0} il {1}"
"Global level-ups: {0}","Aumenti di livello globali: {0}"
"{0} has abandoned the {1} specialty.","{0} ha abbandonato la specialità {1}."
"The property on this deed can only be unclaimed by {0}","La proprietà su quest'atto può esser disdetta solo da {0}"
"Owned by {0}","Posseduto da {0}"
"{0} gave {1} a review: {2}","{0} ha recensito {1}: {2}"
"A trade from {0} failed because you didn't have enough {1}.","Un commercio da {0} è fallito perché non avevi abbastanza {1}."
"Sales","Vendite"
"{0} claimed their community distributed items: {1}","{0} ha reclamato i propri oggetti distribuiti dalla loro comunità: {1}"
"{0} gave {1} to {2} in exchange for {3}.","{0} ha dato {1} a {2} in cambio di {3}."
"You gave {0} to {1} in exchange for {2}.","Hai dato {0} a {1} in cambio di {2}."
"{0} only has {1}.","{0} ha solo {1}."
"{0} is only selling {1}.","{0} sta vendendo solo {1}."
"{0} is not selling any more {1}.","{0} non sta più vendendo {1}."
"{0} is only buying {1}.","{0} sta comprando solo {1}."
"{0} is not buying any more {1}.","{0} non sta più comprando {1}."
"{0} bought {1} from {2}","{0} ha comprato {1} da {2}"
"You don't own this deed.","Non possiedi questo atto."
"Meteor destruction sequence cancelled.","Sequenza di distruzione della meteora annullata."
"Sea Level","Livello del Mare"
"Temperature","Temperatura"
"Ground Pollution","Inquinamento Terrestre"
"CO2 In Atmosphere","CO2 Nell'Atmosfera"
"{0} Population","Popolazione di {0}"
"Sell","Vendi"
"Play","Gioca"
"Pay Tax","Paga Tassa"
"Harvest","property"
"Choose a World to Join.","Scegli un Mondo a cui Aderire."
"Authorization","Autorizzazione"
"Are you sure you want to delete all markers?","Sei sicuro di voler eliminare tutti i marcatori?"
"Skip the rest of the tutorial?","Saltare il resto del tutorial?"
"Generate a random new world? This will take a while.","Generare un nuovo mondo casuale? Ci vorrà un po'."
"{0} unlock","{0} sblocca"
"{0} - day {1} - {2} users online","{0} - giorno {1} - {2} utenti online"
"File",""
"Sleeping users:\r\n{0}","Utenti addormentati:\r\n{0}"
"{0} sleeping users.","{0} utenti addormentati."
"Browse Mods","Naviga Mod"
"Players can give or take up to 10 reputation per day, and each day it replenishes up to 10.\n\nReputation allows you to see how a player has interacted with others in the world, using that information to make decisions.","I giocatori possono dare o ricevere fino a 10 di reputazione al giorno e ogni giorno si riempie fino a 10.\n\nLa reputazione ti consente di vedere come un giocatore ha interagito con gli altri nel mondo, usando quell'informazione per prendere decisioni."
"Repetitions","Ripetizioni"
"Designates how many times people can claim this contract before it is no longer offered.  Zero means unlimited.","Designa quante volte le persone possono rivendicare questo contratto prima che non sia più offerto.  Zero significa illimitato."
"Collapse All","Comprimi Tutto"
"Expand All","Espandi Tutto"
"This object requires a connection to a set of other objects via the power grid in order to function.  Nearby objects are automatically connected via the power grid.","Quest'oggetto richiede una connessione a una serie di altri oggetti tramite la griglia energetica affinché possa funzionare.  Gli oggetti nelle vicinanze sono connessi automaticamente tramite la griglia energetica."
"Load this world?","Caricare questo mondo?"
"Pollution","Inquinamento"
"Vehicles","Veicoli"
"Blocks","Blocchi"
"Modules","Moduli"
"Seed","Seme"
"Skill Books","Libri delle Abilità"
"Skill Scrolls","Pergamene delle Abilità"
"World Object","Oggetto del Mondo"
"Tech","Tecnologia"
"Crop","Coltura"
"Fuel","Carburante"
"Road","point"
"Total Value of Stock: {0}","Valore Totale delle Scorte: {0}"
"This {0} is unowned.","Questo {0} non è posseduto."
"This {0} belongs to a deed: {1}","Questo {0} appartiene a un atto: {1}"
"This {0} is on unowned property.","Questo {0} è su una proprietà non posseduta."
"This {0} is on land that belongs to a deed: {1}","Questo {0} è su un terreno appartenente a un atto: {1}"
"syncs / frame","sincronizzazioni / frame"
"Degrees","Gradi"
"PPM",""
"Organisms","Organismi"
"Votes","Voti"
"Specialties","Specialità"
"Items","Oggetti"
"Stumps","Ceppi"
"Currencies","Valute"
"Hours","Ore"
"Coins","Monete"
"Messages","Messaggi"
"If {0}","Se {0}"
"currency","valuta"
"level of","livello di"
"your","will"
"actions","azioni"
"where","dove"
"MISSING CURRENCY","VALUTA MANCANTE"
"Otherwise","Altrimenti"
"you are a","sei un"
"or","o"
"Species","Specie"
"Is","È"
"Is not","Non è"
"Using","Usando"
"Not using","Non usando"
"{0} and {1}","{0} e {1}"
"item is","elemento è"
"object is","oggetto è"
"skill is","abilità è"
"not","the"
"currency is","valuta è"
"Humans","Umani"
"Ecosystem","Ecosistema"
"Populations","Popolazioni"
"Population","Popolazione"
"Allow","Consenti"
"Prevent","Previeni"
"Condition","Condizione"
"A truck that runs on steam.","Un camion a vapore."
"Credit","Credito"
"Public Server","Server Pubblico"
"Playtime","Orari di gioco"
"Discord Address","Indirizzo Discord"
"Password",""
"Description","Descrizione"
"IPAddress",""
"Rate","Frequenza"
"Language","Lingua"
"Specialty Cost Multiplier","Moltiplicatore di Costo della Specialità"
"Skill Gain Multiplier","Moltiplicatore di Guadagno dell'Abilità"
"Spawn Location","Punto di Generazione"
"Reputations","Reputazioni"
"online",""
"Create Meteor","Crea Meteora"
"Meteor Impact Days","Giorni all'Impatto della Meteora"
"Save Name","Salva Nome"
"Save Frequency","Salva Frequenza"
"Cleanup Files On Exceptions","Pulizia File Alle Eccezioni"
"Storage Directory","Cartella di Archiviazione"
"Enabled","Abilitato"
"Max Backups In Last Hour","Backup Massimi Nell'Ultima Ora"
"Backup Frequency In Hours","Frequenza di Backup In Ore"
"Dimensions","Dimensioni"
"Height","Altezza"
"Frequency","Frequenza"
"Radius Range","Gamma del Raggio"
"Depth Range","Tasso di Profondità"
"Atmosphere Type","Tipo di Atmosfera"
"World Tick CPU Max","Tick del Mondo Massimi della CPU"
"List of mod.io mod ids that this server is subscribed to.","Elenco di id mod di mod.io a cui è iscritto questo server."
"Whitelist Enabled","Whitelist Abilitata"
"Live Update Unity Files","File di Unità dell'Aggiornamento In Diretta"
"Subscribed Mods","Mod Iscritte"
"Loading {0}","Caricamento {0}"
"Generating special features","Generando funzionalità speciali"
"Ticking (Pass 1)","Eseguendo Tick (Passo 1)"
"Ticking (Pass 2)","Eseguendo Tick (Passo 2)"
"Computing stats","Calcolando le statistiche"
"Compressing","Comprimendo"
"Ticking","Eseguendo Tick"
"Starting {0}","Avviando {0}"
"Initializing {0}","Inizializzando {0}"
"Loading {0}...","Caricamento {0}..."
"Loading mods","Caricamento mod"
"Calorie Consumption","Consumo di Calorie"
"Layers","Livelli"
"Spread Rate","Tasso di Diffusione"
"Operator","Operatore"
"Layer1Name",""
"Layer2Name",""
"Weight1",""
"Weight2",""
"Change Rate","Tasso di Cambio"
"Modified Layer Name","Nome Livello Modificato"
"Spread Ratio","Tasso di Diffusione"
"Height Bias","Pregiudizi d'Altezza"
"Post Worldgen Ticks","Tick Post-Generazione del Mondo"
"Reactant One Layer Name","Nome Reagente Uno del Livello"
"Reactant Two Layer Name","Nome Reagente Due del Livello"
"Product Layer Name","Nome del Livello del Prodotto"
"Reaction Rate","Tasso di Reazione"
"Active Post Worldgen","Attiva Post-Generazione del Mondo"
"Moisture Range","Tasso di Umidità"
"Temperature Range","Tasso di Temperatura"
"Top Block","Blocco Superiore"
"Dependency Layer Names","Dipendenza Nomi dei Livelli"
"World Init Dependency Layer Names","Nomi Livelli di Dipendenza Iniziale del Mondo"
"Output Layer Name","Nome Livello di Output"
"Tree Health","Salute Albero"
"Log Health","Salute Tronco"
"Top Branch Health","Salute Ramo Superiore"
"Branch Rotations","Rotazioni Ramo"
"Branch Count","Conteggio Rami"
"Chance To Spawn Debris","Possibilità Di Generare Detriti"
"Display Name","Mostra Nome"
"Maturity Age Days","Giorni di Età Maturità"
"Calorie Value","Valore Calorico"
"Resource Item Type","Tipo di Oggetto Risorsa"
"Resource Range","Intervallo Risorsa"
"Resource Bonus At Growth","Bonus Risorsa Alla Crescita"
"Decorative","Decorativo"
"Post Harvesting Growth","Crescita Post-Raccolta"
"Scything Kills","Uccisioni per Falciatura"
"Pickable At Percent","Selezionabile In Percentuale"
"Block Type","Tipo di Blocco"
"Max Growth Rate","Massimo Tasso di Crescita"
"Max Death Rate","Tasso di Morte Massimo"
"Resource Constraints","Vincoli della Risorsa"
"Capacity Constraints","Vincoli di Capacità"
"Ideal Temperature Range","Tasso Ideale di Temperatura"
"Ideal Moisture Range","Tasso Ideale di Umidità"
"Temperature Extremes","Estremi Temperatura"
"Moisture Extremes","Estremi Umidità"
"Max Pollution Density","Densità Massima di Inquinamento"
"Pollution Density Tolerance","Tolleranza di Densità dell'Inquinamento"
"Voxels Per Entry","Voxel Per Voce"
"Layer Name","Nome Livello"
"Half Speed Concentration","Concentrazione a Metà Velocità"
"Max Resource Content","Contenuto Massimo di Risorsa"
"Capacity Layer Name","Nome del Livello di Capacità"
"Consumed Capacity Per Pop","Capacità Consumata Per Pop"
"Food Sources","Risorse Alimentari"
"Flying","Volando"
"Swimming","Nuotando"
"Speed","Velocità"
"Health","Salute"
"Damage","Danno"
"Delay Between Attacks Range Sec","Ritardo in Sec Tra Intervallo di Attacchi"
"Fear Factor","Fattore Paura"
"Flee Players","Giocatori in Fuga"
"Attack Range","Intervallo di Attacco"
"Initial CO2 Percent","Percentuale Iniziale di CO2"
"Air Pressure","Pressione Atmosferica"
"Atmosphere Volume","Volume Atmosferico"
"Min CO2 ppm","Ppm di CO2 minimi"
"Sea Levels' Rise At CO2 ppm","Aumento Livelli del Mare A PPM di CO2"
"CO2 ppm Per Sea Level Meter Rise","PPM di CO2 Per Metro di Aumento del Livello del Mare"
"Temperatures Rise At CO2 ppm","Aumento di Temperatura A Ppm CO2"
"CO2 ppm Per Degree Temperature Rise","PPM di CO2 Per Grado di Aumento della Temperatura"
"Max CO2 Per Day From Animals","CO2 Massimi Giornalieri Da Animali"
"Min CO2 Per Day From Plants","CO2 Minimi Giornalieri Da Piante"
"Time Mult","Mult Tempo"
"{0:n0} m²",""
"{0:n2} km²",""
"{0:n1} km²",""
"{0} km²",""
"Day {0}, {1:%h:mm tt}","Giorno {0}, {1:%h:mm tt}"
"{0} days {1:hh:mm:ss}","{0} giorni {1:hh:mm:ss}"
"{0:n0}{1}km²",""
"{0:n0}m²",""
"Max CO2 amount from all animals, per day, in PPM","Quantità massima di CO2 da tutti gli animali, al giorno, in PPM"
"Min CO2 amount (typically negative) from all plants, per day, in PPM","Quantità minima di CO2 (tipicamente negativa) da tutte le piante, al giorno, in PPM"
"Atmosphere","Atmosfera"
"Ground","Terreno"
"WorldLayers",""
"0 Info",""
"3 Food","3 Cibo"
"5 Movement","5 Movimento"
"6 Behavior","6 Comportamento"
"5 Resources","5 Risorse"
"6 Visuals","6 Visuali"
"7 WorldLayers",""
"1 Lifetime","1 Durata"
"7 Climate","7 Clima"
"0 Layer Relationships","0 Relazioni Livello"
"Animal","Animale"
"Biome","Bioma"
"Reaction","Reazione"
"Combine","Combina"
"Decaying","Decomposizione"
"Spread","Diffusione"
"Sum","Somma"
"Logged in as limited Citizen account '{0}'.","Acceduto come profilo limitato da Cittadino '{0}'."
"A fine, milled wheat product that's useful for all baking.","Un bel prodotto di grano fresato utile per tutte le cotture."
"Spearhead the fashion movement with the finest clothes and hair!","Guida il movimento della moda con i più bei vestiti e acconciature!"
"Restoring backup '{0}'","Ripristinando il backup '{0}'"
"Failed to write backup: {0}","Impossibile scrivere il backup: {0}"
"Removed backup - {0}","Backup rimosso - {0}"
"Corruption detected in {0}!","Corruzione rilevata in {0}!"
"Couldn't open save '{0}'.\n{1}","Impossibile aprire il salvataggio '{0}'.\n{1}"
"{0} AABB can't be inside of other leaf AABB","{0} AABB non può essere nell'altra foglia AABB"
"Caught exception when trying to dump a prior exception: {0}","Catturata eccezione provando a scaricare un'eccezione precedente: {0}"
"Buy order contained bad trade offers.","L'ordine di acquisto conteneva cattive offerte commerciali."
"Sell order contained bad trade offers.","L'ordine di vendita conteneva cattive offerte commerciali."
"Failed to create CommandParserHandler: {0} because: {1} . It likely has no default constructor.","Impossibile creare CommandParserHandler: {0} perché: {1} . Probabilmente non ha alcun costruttore predefinito."
"Mods recompiled with errors.","Mod ricompilate con errori."
"Mods recompiled with warnings.","Mod ricompilate con avvisi."
"Failed to request mods: {0}","Impossibile richiedere mod: {0}"
"Failed to request mod dependencies: {0}","Impossibile richiedere dipendenze della mod: {0}"
"Failed to remove object from quad tree after 1024 tries so giving up.  It's probably not actually in the tree.","Impossibile rimuovere l'oggetto dall'albero quadruplo dop 1024 tentativi, quindi sta lasciando perdere. Probabilmente non si trova realmente nell'albero."
"Failed to open server GUI, it may not be supported on your OS.  You can run with -nogui to hide this warning.\r\nThe exception encountered was: {0}","Impossibile aprire la GUI del server, potrebbe non esser supportato dal tuo OS.  Puoi eseguirla con -nogui per nascondere questo avviso.\r\nL'eccezione incontrata era: {0}"
"Caught an exception checking for console input, console input disabled. (probably safe to ignore)","Catturata un'eccezione controllando l'input della console, input della console disabilitato. (probabilmente sicura da ignorare)"
"Parent process exited, shutting down.","Uscendo dal processo genitore, spegnendo."
"Done","Fatto"
"Error when loading main string tables:\n{0}","Errore caricando le tabelle di stringhe principali:\n{0}"
"Error when loading Mod string tables:\n{0}","Errore caricando le tabelle di stringhe Mod:\n{0}"
"Invalid queuehandle on tickable.  Is it being destroyed twice?","Gestore della coda non valido alla possibilità di tick. Sta venendo distrutto due volte?"
"Ticking World Layers {0:0.0} minutes...","Tick dei Livelli del Mondo {0:0.0} minuti..."
"Done ({0} minutes to run)","Fatto ({0} minuti all'esecuzione)"
"Error backing up database: {0}","Errore eseguendo il backup del database: {0}"
"Failed to add firewall rule for webserver: {0}. This may prevent outside connections from accessing the webserver.","Impossibile aggiungere la regola del firewall per il server web: {0}. Questo potrebbe evitare connessioni esterne dall'accedere al server web."
"Failed to add urlacl permissions; webserver will not be available.","Impossibile aggiungere permessi urlacl, il server web non sarà disponibile."
"yes","sì"
"no",""
"A fancy toolbench that creates equally fancy toys.","Un fantasioso banco degli attrezzi che crea giocattoli ugualmente fantasiosi."
"Error: Duplicate strings at: {0}, {1}","Errore: Stringhe duplicate a: {0}, {1}"
